ID,Dialogue,Manipulative,Technique,Vulnerability
85515760,"Person1: Youre right. I was so desperate to make everyone believe I was happy that I spent six grand on a lie. And after all that? The only one who ended up falling for it was me.
Person2: Go ahead, Kat. Hate me. You were running out of steam on the whole Jeffrey thing. Maybe now youll be able to hold onto this just long enough to ruin your next relationship.",1,"Intimidation,Accusation",
85515761,"Person1: Who is Don?
Person2: Don? Are you in with them?
Person1: No. But you're in very big trouble.
Person2: Why are you so interested? Why do you keep asking me?
Person1: I came back to help you. You said do I let girls sneak into my house. You know where I live. If you need to, come to where I live, OK?
Person2: Who are you? Maybe I'll need to. You like me, huh?
Person1: Yes.
Person2: Or do you just want me? I'm going to let you enter me now.
Person1: No. I should go.
Person2: Please, please stay.",1,,
85515762,"Person1: One question. Do you want to stick to that story, or do you want to keep your teeth?
Person2: I want to keep my teeth.
Person1: Now I'll ask you another. You think I got no contacts out here? That nag paid off at just the opening price. There wasn't hardly a flutter on the tote board from the time the odds were posted. There ain't enough action to tickle the tote, but you claim a ten grand win! You send me ten thousand dollars, like I'm some mark you can blow off!
Person2: Bobo, no, I --
Person1: You wanna talk to me straight up?
Person2: My son --
Person1: Your what?
Person2: My son was in the hospital --
Person1: What are you doing with a son?
Person2: He left home a long time ago. He was in the hospital, up in Los Ang gleez, real sick.
Person1: Motherhood.
Person2: I never messed up before, bobo.
Person1: You expect me to buy this?",1,Rationalization,
85515763,"Person1: What are you doing?
Person2: I'm moving. Remember? What's with the hooded cloak?
Person1: Nothing. Don't go, Craig. I've been thinking. Let's try to work this out. We've got so much history.
Person2: You should feed your animals. They're looking peaked.
Person1: I'm getting rid of the animals.
Person2: What?
Person1: I'm getting rid of the animals. I've lost interest. Besides, they're standing between you and me.
Person2: No they're not.
Person1: You've always hated the animals.
Person2: You've always loved the animals.
Person1: I'm giving them up. I've changed. I've found a new focus.
Person2: What's that?
Person1: Us, of course.",1,Persuasion or Seduction,
85515764,"Person1: There's no point in helping some of them when there are so many others.
Person2: I know perfectly well how little I can do. What I want to do is give passing beggars a roof, some food, and a bit of human warmth.
Person1: Is that all you're going to devote your life to?
Person2: I'm not sure yet. I've had a shock recently, and I'm only beginning to get over it. Perhaps I'll go back to the convent one day.",1,Accusation,Low self-esteem
85515765,"Person1: Tell them I'm keeping what's left. I earned it.  I probably killed some poor bastard for it.
Person2: He seems to think he's entitled to it all.
Person1: Not all.  They already have a third.  The question is how much of that are they willing to give to get you back?
Person2: You won't shoot me.  That's not your style.
Person1: We might hit a bump and the gun might go off.  Ever see that Tarantino movie -- where Travolta blew that guy away in the back seat -- purely by accident?
Person2: Do you have to point that?
Person1: Absolutely.  And Topanga Canyon has a hell of a lot of potholes if I recall.
Person2: He seems to be headed for Topanga.
Person1: I'm not trying to lose them.  Nor am I exceeding any speed limits.
Person2: The one thing you don't want is to attract the police.
Person1: Granted, the cops are not an alternative.  Certainly not with one of their own still locked in my trunk.
Person2: I don't hear him moving around anymore.
Person1: Those shots your associates got off may not have done him too much good.  That's on their head.  All I did I was put him there.
Person2: A typical mess-up.
Person1: What's that supposed to me?
Person2: I knew you were a loser the first night I laid eyes on you.
Person1: You, I would've noticed.
Person2: Oh no, you were too busy trying to keep some Croatian from slapping the shit out of his girlfriend. She showed her gratitude by almost taking your eye out with her spiked heel.
Person1: You were at the Emerald that night?
Person2: Naturally you didn't learn your lesson.
Person1: I guess I ought to stop seeing woman as victims.
Person2: I think it was my tone of voice more than anything else that sold you.  And when you thought I was being kicked around, I wish I could've seen your face.
Person1: You're enjoying this too much.",1,Shaming or Belittlement,
85515766,"Person1: Darling, I just heard.  You poor sausage, are you all right?
Person2: I'm fine.  I got hot.
Person1: Lady H said she thought you might be -
Person2: I'm not pregnant.  I'm hot.  I'm too hot.
Person1: Right.
Person2: Aren't you?
Person1: Sweltering.  Come on, I'll take you home.
Person2: Can't we really go home?  I can't breathe. Aren't you dying for green, anything green, or rain, wouldn't you die to feel rain on your face? It's Christmas and it's all - I don't know - if you asked me I'd go home tomorrow.  If you wanted.
Person1: Sweetheart, you know we can't go home, there might be a war.
Person2: Geoffrey, you do so love putting on a disguise.
Person1: I do so love you.  What do you smell of?
Person2: What?
Person1: Marzipan!  I think you've got marzipan in your hair.  No wonder you're homesick.",1,Persuasion or Seduction,
85515767,"Person1: I want you to give up your work....
Person2: Mom, please don't start that again....
Person1: You could teach...You could....
Person2: I'm not going to quit now....
Person1: You're all I have left...I don't want you going in the water....",1,"Rationalization,Playing Victim Role,Persuasion or Seduction",Dependency
85515768,"Person1: Pete, you're through!
Person2: What do you mean -- through?
Person1: I mean I'm scratching your name off the ticket Tuesday and running Czernecki in your place. It's nothing personal. And, Pete -- it's the only way out. It's a sacrifice we all ought to be glad to make.
Person2: Fred!
Person1: Now, Pete! Please don't appeal to my Sentimental side.
Person2: Fred, I don't know what to say. A thing like this almost destroys a man's faith in human nature.
Person1: I wish you wouldn't talk like that, Pete.
Person2: Our families, Fred. I've always looked on Bessie as my own sister.
Person1: If there was any way out...",1,Rationalization,
85515769,"Person1: Do you think she's invited you up for her sake or for mine?
Person2: I haven't really thought about it.
Person1: Well, you should.",0,,
85515770,"Person1: So we got a deal. Four deputies---
Person2: And me.
Person1: Why don't we make it three deputies and you?
Person2: Why don't I have Mickey thrown back into his cell and we can forget the whole thing?
Person1: Chill out, Phill. Four deputies and you, I can live with that. We're about ready to go here, so let's get rid of these other assholes.
Person2: Don't call my men assholes.
Person1: I didn't mean they were assholes. I mean if they're leaving, get 'em outta here.",1,Intimidation,Dependency
