Dialogue,Hate Speech
"Person1: I'm sure its getting some weird satisfaction in the attention this is garnering it. Maybe its parents ignored it. whatever, it's a creepy thing to say and speaks volumes about its own lack of intelligence, character and compassion. I feel sorry for it actually.
Person2: Her parents didn't have ANY kids that lived....",0
"Person1: What does the thing think about the little black boy that got into the gorilla cage??? Black privilege?
Person2: She supported the gorilla.",0
"Person1: I do not pay attention to anybody who uses ""Anonymity"" to cover their cowardly remarks. If you are going to blast somebody, use your name and Man/Girl up. Don't hide in Mommy's basement.
Person2: so synical5 is your given name...",0
"Person1: Can't Understand Normal Thinking
Person2: Nice play on the acronym.....",0
"Person1: Too bad here parents didn't consider abortion
Person2: I think the parents had a failed abortion--only it's brain was aborted--the body stayed. That's why it's the way it is.",1
"Person1: i blame the parents for this childs death putting him in a no swimming area of water when he could ave just went in the main pool where the water is heated instead of the lagoon which was cold
Person2: That and $5 will get you a cup of coffee. I blame you. You were not there...it's amazing how people like you always have an opinion and usually it's ill informed and wrong.",0
"Person1: That and $5 will get you a cup of coffee. I blame you. You were not there...it's amazing how people like you always have an opinion and usually it's ill informed and wrong.
Person2: The parents were 30 feet away from the child, it was their fault! His opinion isn't ill informed or wrong, it's spot on! You don't leave a 2 year old playing in water!",0
"Person1: A gay transgender guy posing as a feminist with skin as white as alabaster and whose occupation is writing in 144 characters is considered influential because like 10,000 like minded white people find her/him/it fascinating....now THAT is white privileged because surely no black man or Hispanic man could ever pull this off U Go Gurl?Boy?It
Person2: I thought it was a dude!",1
"Person1: A gay transgender guy posing as a feminist with skin as white as alabaster and whose occupation is writing in 144 characters is considered influential because like 10,000 like minded white people find her/him/it fascinating....now THAT is white privileged because surely no black man or Hispanic man could ever pull this off U Go Gurl?Boy?It
Person2: I'll bet the gator likes white and dark meat.",1
"Person1: A gay transgender guy posing as a feminist with skin as white as alabaster and whose occupation is writing in 144 characters is considered influential because like 10,000 like minded white people find her/him/it fascinating....now THAT is white privileged because surely no black man or Hispanic man could ever pull this off U Go Gurl?Boy?It
Person2: I agree...you know, the other thing is this: she is the leader of 11,000 who either woof, or agree, with all of this garbage. Doesn't that make her the founder of a hate group, and all of her followers members of a hate group? Last time I checked, if a white male posted these things and had such a following, certainly this would be considered hate speech, would it not?",1
